id,artist
TEST_00000,Paul Klee
TEST_00001,Joan Miro
TEST_00002,Andy Warhol
TEST_00003,Gustav Klimt
TEST_00004,Pablo Picasso
TEST_00005,Rene Magritte
TEST_00006,Pablo Picasso
TEST_00007,William Turner
TEST_00008,Paul Klee
TEST_00009,Albrecht Du rer
TEST_00010,Francisco Goya
TEST_00011,Gustav Klimt
TEST_00012,Andy Warhol
TEST_00013,William Turner
TEST_00014,William Turner
TEST_00015,Paul Klee
TEST_00016,Francisco Goya
TEST_00017,Paul Klee
TEST_00018,Francisco Goya
TEST_00019,Francisco Goya
TEST_00020,Francisco Goya
TEST_00021,Paul Klee
TEST_00022,William Turner
TEST_00023,Francisco Goya
TEST_00024,Rene Magritte
TEST_00025,Francisco Goya
TEST_00026,Gustav Klimt
TEST_00027,Claude Monet
TEST_00028,Rembrandt
TEST_00029,Gustav Klimt
TEST_00030,Francisco Goya
TEST_00031,Gustav Klimt
TEST_00032,Paul Klee
TEST_00033,Francisco Goya
TEST_00034,Gustav Klimt
TEST_00035,William Turner
TEST_00036,Paul Gauguin
TEST_00037,Andy Warhol
TEST_00038,Pablo Picasso
TEST_00039,Rembrandt
TEST_00040,Pablo Picasso
TEST_00041,Salvador Dali
TEST_00042,Gustav Klimt
TEST_00043,Joan Miro
TEST_00044,Joan Miro
TEST_00045,Francisco Goya
TEST_00046,Pablo Picasso
TEST_00047,Rembrandt
TEST_00048,Paul Klee
TEST_00049,Francisco Goya
TEST_00050,Paul Gauguin
TEST_00051,Alfred Sisley
TEST_00052,Francisco Goya
TEST_00053,Francisco Goya
TEST_00054,Paul Gauguin
TEST_00055,Paul Klee
TEST_00056,Paul Klee
TEST_00057,Gustav Klimt
TEST_00058,Pablo Picasso
TEST_00059,Gustav Klimt
TEST_00060,Paul Klee
TEST_00061,Paul Klee
TEST_00062,Pablo Picasso
TEST_00063,Gustav Klimt
TEST_00064,Rembrandt
TEST_00065,Gustav Klimt
TEST_00066,Paul Klee
TEST_00067,Paul Klee
TEST_00068,William Turner
TEST_00069,Andy Warhol
TEST_00070,Gustav Klimt
TEST_00071,Gustav Klimt
TEST_00072,William Turner
TEST_00073,Francisco Goya
TEST_00074,Francisco Goya
TEST_00075,Gustav Klimt
TEST_00076,Gustave Courbet
TEST_00077,Paul Klee
TEST_00078,Joan Miro
TEST_00079,Gustav Klimt
TEST_00080,Paul Klee
TEST_00081,Francisco Goya
TEST_00082,Francisco Goya
TEST_00083,Gustav Klimt
TEST_00084,Gustav Klimt
TEST_00085,Paul Gauguin
TEST_00086,Paul Klee
TEST_00087,Paul Klee
TEST_00088,Francisco Goya
TEST_00089,Gustav Klimt
TEST_00090,Paul Klee
TEST_00091,Gustav Klimt
TEST_00092,Francisco Goya
TEST_00093,Paul Klee
TEST_00094,Claude Monet
TEST_00095,Gustav Klimt
TEST_00096,Paul Gauguin
TEST_00097,Paul Gauguin
TEST_00098,Gustav Klimt
TEST_00099,Francisco Goya
TEST_00100,Henri Matisse
TEST_00101,Gustav Klimt
TEST_00102,Pablo Picasso
TEST_00103,Francisco Goya
TEST_00104,Francisco Goya
TEST_00105,Andy Warhol
TEST_00106,William Turner
TEST_00107,Andy Warhol
TEST_00108,Gustav Klimt
TEST_00109,Gustav Klimt
TEST_00110,Francisco Goya
TEST_00111,Paul Gauguin
TEST_00112,Francisco Goya
TEST_00113,Joan Miro
TEST_00114,Paul Klee
TEST_00115,Francisco Goya
TEST_00116,Gustav Klimt
TEST_00117,Paul Klee
TEST_00118,Salvador Dali
TEST_00119,Albrecht Du rer
